id,name,lat,long
26419,26419,11.042766778336325,1.451105911249138
15454,15454,12.669954781104128,2.2106865321481775
15660,15660,12.679292549548041,2.5979130498821092
15472,15472,12.778828238489027,2.2863656993940764
15696,15696,12.97651401011566,2.690417253466598
15260,15260,12.511214694517088,2.776901569676957
15715,15715,13.213752485442404,3.438392319723207
15730,15730,13.042598257139682,3.4926837901391075
15421,15421,12.87957276849231,2.228708720443358
15139,15139,12.588330816420331,2.869876521222784
15004,15004,12.211030003051073,2.6264593615187444
15056,15056,12.295352918523982,2.8677409140464762
15290,15290,12.460687814060204,2.7815582376628893
15081,15081,12.279522975950561,2.871475660500444
15449,15449,12.719183487694334,2.3219548846168263
15777,15777,13.202559660525711,3.1571707450217885
15053,15053,12.219646691856656,2.6638331989050488
15202,15202,12.416250780549085,2.825718104838416
15420,15420,12.659969658799117,2.3065728658955775
15140,15140,12.649087485947417,2.764653626286601
15379,15379,12.192353739175644,2.518572824506611
15447,15447,12.609996172676995,2.279960284113419
15665,15665,12.745881535834895,2.7082748828579177
15701,15701,12.231899276383716,2.762392603651564
15434,15434,12.627343224488607,2.4264733502575573
15432,15432,12.632359843670786,2.463823417712884
15324,15324,12.485761865395066,2.422020029578883
15060,15060,12.27272210295769,2.659886830519481
15055,15055,12.409075591614226,2.6186768817742996
26056,26056,12.031709669744075,2.7863957722960166
43971,43971,11.992208439112911,2.3978775834626265
26055,26055,10.902688119120361,1.611869557021857
15361,15361,12.304236225635801,2.6244081693990755
15034,15034,12.574996858078729,2.692767643214911
15145,15145,12.611709108619353,2.7695632744600927
16001,16001,11.344564275932626,2.812780187927727
16213,16213,12.686215486134069,3.504239547955639
15764,15764,13.094483035881861,3.4457442003400436
15148,15148,12.637154250346564,2.748397697605001
15466,15466,12.621232296766536,2.418330575317605
15358,15358,12.538976264440608,2.3857879233471024
43972,43972,11.805166605431943,2.3108961854687524
43985,43985,11.676858447861022,2.3563523506786437
16029,16029,12.51493546080598,3.2218210173277293
16030,16030,12.506751687716276,3.4868153501492585
26030,26030,12.024416765653301,2.46960198389637
26039,26039,11.002029536412744,1.6871481161187156
16236,16236,12.77184677508204,3.1709486898958783
16242,16242,11.999154000541543,3.073952606831254
16246,16246,13.022726298704807,3.2214744543464993
16332,16332,12.784962407821107,3.7681797083049986
15635,15635,12.864884802173963,2.7416033383318235
15035,15035,12.629765625663447,2.734583045339106
15492,15492,12.711661922278747,2.4765531882204876
15611,15611,12.757940584927816,2.6815536381887317
15006,15006,12.535181556532386,2.9748832333089106
15739,15739,13.054145172065065,3.1108471972266876
15617,15617,12.760581108851488,2.641759434241124
15027,15027,12.260955419541146,2.9628071557721687
15731,15731,13.078095628038916,2.9371325543681235
15754,15754,13.08663947715455,2.9927047555667654
15761,15761,13.265855213333003,3.1029642416841923
15767,15767,12.489529467185001,3.181282396399682
15825,15825,12.027260095435249,3.225963623996604
15046,15046,12.286766373327302,2.851848864516163
15110,15110,12.601679147412037,2.7183412988643307
15204,15204,12.427912065718067,2.7750863107589825
15717,15717,12.18411101253625,2.563446198361046
15750,15750,13.07673568013604,2.9169255895466724
16027,16027,12.398627732237218,3.1417385594283016
15482,15482,12.716106690872332,2.420502376255176
15734,15734,13.16876170843235,3.1744119853075072
15007,15007,12.492279552681364,2.988362001843419
16035,16035,12.357975616955379,3.4280592821455396
15342,15342,12.346281302566975,2.54316295507407
15616,15616,12.842949124377839,2.6103291559126873
15629,15629,12.775256140106148,2.978545396594691
15642,15642,11.696357062384592,2.3291913290644852
15678,15678,12.707153374663006,2.649668084185292
15691,15691,12.735582869468027,2.6635137623938907
26003,26003,11.265751626475884,2.0492127834800917
43961,43961,11.99474967123747,2.774041034800843
43974,43974,11.858225127821132,2.4017624065844587
15650,15650,11.945603233320066,2.3287555119861056
15620,15620,12.988186388373961,2.735580848394577
43926,43926,12.004364121542228,2.7576990438204683
15082,15082,12.329001902179328,2.6785852685725584
16263,16263,12.90907370146175,3.210146403905395
43950,43950,10.848887239869363,1.960947556512842
15088,15088,12.581323841036344,2.6139134362974272
15658,15658,12.204273411744,2.358961785575892
15444,15444,12.618338048060753,2.3518270345743004
15673,15673,12.780742380373269,2.976395735478389
16211,16211,13.006876965881188,3.2205647815949456
26050,26050,11.984739551870806,2.844906879743015
16326,16326,12.734715041345675,3.7540219984164898
15601,15601,11.976419166217193,2.403263626867618
15422,15422,12.695998749930911,2.335504781230885
43970,43970,11.812120163921792,2.682035681941264
43927,43927,11.827158994518676,2.3320681122896194
15436,15436,12.782762690392483,2.1840302544076415
26377,26377,11.055859400060989,1.3880271073042219
16201,16201,11.983362661971794,2.8888219253359853
43963,43963,12.001422600899849,2.414760855998786
26033,26033,11.137996764665491,1.7477253227302136
15624,15624,12.884434919406537,2.759134125105487
16048,16048,12.507033978007192,3.3995189988293912
15208,15208,12.550698435888522,2.791415064732185
43907,43907,10.908800690447086,2.175538255994521
43913,43913,12.03158222669485,2.514853599622529
43925,43925,11.834944826468806,2.6704810448627154
43931,43931,11.95021518514134,1.8970998106057986
43933,43933,10.78306155875186,1.7778414215813625
43948,43948,11.926394676348401,2.5041800917964765
43951,43951,11.775890453014258,2.315756198263522
43962,43962,11.78736508072913,2.891125665817737
43967,43967,11.84384678184393,2.2403726955961476
43718,43718,10.739997037085944,1.8522747208959434
26159,26159,11.919142099820627,1.8186691582518448
15015,15015,12.38167336601959,2.953085641749581
15075,15075,12.581500570477434,2.9343128341572386
