Date,HRRnum,PercentCLI,PercentILI,Denominator
2020-04-06,1,0.9231213039088417,0.9808163854031444,6933
2020-04-07,2,0.22197558268590456,0.22197558268590456,901
2020-04-08,5,1.1425959780621573,1.1425959780621573,2188
2020-04-09,6,0.6301693580149665,0.6301693580149665,2539
2020-04-10,7,0.2170767004341534,0.2894356005788712,1382
2020-04-11,9,1.007838745800672,1.2318029115341544,893
2020-04-12,10,0.7676767676767676,0.7676767676767676,2475
2020-04-13,11,0.7485963817841547,0.810979413599501,4809
2020-04-14,12,1.0604558969276512,1.0505450941526264,10090
